cruises,Julian,Lon,Lat,Ps.nitzschia.delicatissima,Ps.nitzschia.seriata,Leptocylindricus.minimus,Leptocylindricus.danicus,Leptocylindricus.mediterraneus,Porosira,Dactyliosolen,Proboscia,Rhizosolenia.hebetata,Rhizosolenia.styliformis,Rhizosolenia.setigera,Thalasiossira,Thalassiossira.anguste.lineata,Thalasiossira.nordenskioeldii,Thalasiossira.rotula,Cylindrotheca,Chaetocerous.subtilis,Chaetocerous.socialis,Chaetocerous.debilis.curvisetus,Chaetocerous.furcaletta,Chaetocerous.mitra,Chaeotocerous..coastal.,Chaeotocerous..oceanic.,Plagiotropis,Corethron,Coscinodiscus,Bacteriastrum,Brockmanniella,Eucampia,Centric..20um,Navicula.pelagica,Navicula,Thallassionema,Synedropsis,Licmophora,Fragillariopsis,Melosira,Bacillaria,Skeletonema,Attheya,Paralia,Nitzchia.frigida,Entomoneis,Guinardia.striata,Pleurosigma.Gyrosigma,Fossula.sp.,Entomonies.sp.,Ceratulina,Detenola,Odontella.sp.,Syndrea,Ceratium.fusus,Ceratium.furca,Ceratium.Longipes,Ceratium.Tripos,Dinophysis.acuta,Dinophysis.rotundata,Dinophysis.norvegica,Dinophysis.sp.,Alexandrium.tamarense,Alexandrium.sp,Prorocentrum.minimum,P.micans,Peridinium.sp,Protoperidinium.stenii,Protoperidinium.depressum,Protoperidinium.granii,Protoperidinium.bipes,Protoperidinium.brevie,Protoperidinium.sp,Gonyaulax.sp,Scrippsiella,Heterocapsa,Karenia.mikimotii,Gymnodinium..20um,Gymnodinium..20um.1,Gyrodinium..20um,Gyrodinium..20um.1,Gyrodinium.lachryma,Gyrodinium.spirale,Gyrodinium.fusiforme,Oxytoxum,Katodinium,Azadinium.type,Sillica.Flagellate,Protoceratium.reticulatim,Torodinium,Amphidinium,Micracthatinium,Pronoctiluca.pelagica,Karlodinium,Fragilidinium,Diplopsalis,Large.unknown...unarmoured.dino,Strombidium..50um,Strombidium..50um.1,Laboea,Mesodinium,Lohmaniella,Tinntinid,Leegardiella,Certostrombidium,Didium,Strobilidium,Holotrich,Broken,Small_PNAN_per_ml,Big_PNAN_per_ml,Small_HNAN_per_ml,Big_HNAN_per_ml
Summer_2018,171,31.07706,81.45836,1480,0,0,0,0,0,0,0,0,0,0,7200,0,16080,2880,1460,0,148800,200,102000,60,2400,0,0,0,0,0,0,680,0,0,280,0,0,0,17840,0,0,0,160,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,120,0,0,0,180,0,240,0,0,700,0,0,760,0,600,0,0,400,60,800,0,0,0,0,0,0,0,0,0,40,0,4520,0,0,1440,0,0,280,0,0,0,220,320,2475.37649729121,614.018829006445,3131.61666031578,73.5857535744462
Summer_2018,178,30.00149,77.54955,500,100,0,0,0,0,0,0,0,60,0,39319.74,0,2200,440,4440,0,1400,0,110371.2,0,0,0,0,0,0,0,0,36560.46,0,200,0,0,0,0,7880,0,0,0,180,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,3960,0,0,0,60,0,160,0,200,0,0,280,600,0,0,0,0,40,240,480,0,440,0,0,0,160,0,0,0,0,200,1300,0,0,9040,1020,120,660,0,0,0,680,0,2077.28963369174,4184.73736311072,2345.09352374956,110.981792276214
Summer_2018,179,30.00013,77.00004,45873.03,180,140,120,0,0,0,0,220,0,0,2460,0,0,1240,1900,0,0,940,620,0,3180,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,20,0,220,540,40,160,0,0,100,20,380,160,0,0,100,0,60,0,0,0,0,40,1160,0,0,620,260,0,80,0,0,0,0,220,622.46309581007,1750.37587600855,1030.20055004225,33.7770672144999
Summer_2018,180,29.99991,76.50004,5200,840,1140,0,0,0,0,40,1280,0,0,0,0,300,220,1980,0,0,640,0,0,2560,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,200,0,0,0,0,0,580,0,260,0,0,60,320,0,0,0,0,60,0,260,0,0,0,20,0,20,0,0,0,0,840,520,0,0,540,0,100,200,0,0,40,0,220,708.112087675409,1687.64703689591,1343.84474560546,21.7138289236071
Summer_2018,181,30.00157,74.50004,13200,0,0,960,0,0,0,0,560,0,0,820,0,0,0,4280,0,0,0,0,0,940,140,300,0,0,0,0,0,880,0,11480,0,0,0,0,0,0,0,240,0,0,0,140,40,0,0,1660,0,0,0,0,0,0,0,20,40,60,0,0,40,4560,0,420,0,20,0,520,60,360,0,220,0,0,380,480,0,0,0,0,460,20,320,0,40,0,140,0,200,0,0,0,0,40,240,0,120,1040,60,40,100,0,0,0,0,320,1877.03987806292,1998.87858480094,725.000621282659,24.1264765817856
Summer_2018,183,29.9998,75.49999,13160,5280,3340,1680,0,0,0,160,4320,0,0,0,0,0,0,2980,0,0,0,0,0,140,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,120,120,0,80,0,0,0,0,0,420,0,180,0,0,80,280,0,180,0,0,100,60,120,200,0,20,60,0,0,0,0,0,40,540,580,0,100,3200,0,60,0,0,0,280,0,380,1045.88275982041,778.078869762587,599.542943057373,9.65059063271426
Summer_2017,216,18.16632,74.36648,600,0,40,0,0,0,0,0,20,40,0,380,60,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,1040,40,0,0,520,0,180,0,9760,0,0,940,620,440,300,420,20,0,20,100,200,0,0,0,0,60,0,80,0,20,0,6320,0,40,340,160,0,160,0,0,0,0,120,2602.04049934558,412.562749548535,905.949195646051,37.3960387017677
Summer_2017,215,16.83342,76.0001,2580,0,0,0,0,0,0,0,0,0,0,260,0,0,0,40,0,0,0,0,0,4840,0,0,60,0,0,0,60,80,0,220,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,520,0,0,0,440,0,0,0,0,0,0,4120,40,420,20,280,0,0,20,0,720,0,0,0,0,0,20,40,0,0,0,2260,140,1040,160,300,0,0,0,0,0,0,280,1252.16413459468,348.627586606803,307.612576417767,10.8569144618035
Summer_2017,195,21.00184,76.36612,640,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,600,0,0,0,380,0,0,0,180,0,0,1580,240,460,220,720,0,0,0,60,540,0,0,0,20,20,0,0,20,0,0,2280,20,0,60,40,0,20,0,0,0,0,480,2190.68407362614,1003.66142580228,530.782484799284,95.2995824980533
Summer_2017,196,26.00176,75.50024,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,120,120,0,0,140,200,40,0,20,0,420,0,6760,0,0,180,140,100,80,20,0,0,0,100,60,0,0,20,20,0,0,80,0,0,1520,3460,320,280,200,20,160,500,20,20,60,0,800,2734.7361205454,1003.66142580228,774.459898275319,31.3644195563213
